aaa;aaa;anda;12;100;0;;;0
1194;;Huevos Chocolate namur 30u x 45g;1.59;0;N;1;30;0
1196;;Pitusas Ros.Miel 30x170grs;0.87;0;N;1;30;0
7790380011804;;Flynn Paff Frutilla/ Vainilla 12x70;8.44;114;N;1;12;0
1202;;Flynn Paff Pinta Lengua 12x70;8.44;19;N;1;12;0
7794000502222;27794000502226;Caldos Knorr Gallina 16x10x6cub.;3.32;2974;N;1;160;0
7794000504226;27794000504220;Caldos Knorr Verdura 16x10x6cub.;3.32;3481;N;1;160;0
7790380011750;;Chocolate taza Alteza x 100grs (50);2.43;1319;N;1;50;0
1211;;Knorr Sopa Cr Light verd 2 x 8s.;2.92;0;N;1;16;0
7790129017630;;Pa�uelos descartables 10x10u(24);5.78;292;N;1;24;0
7792665006260;;Arroz Monarca x 1kg (10);2.76;228;N;1;10;0
7791290785052;;Ala colageno Lv Vaj 15u x 750ml;4.03;1180;N;1;15;0
7790450085049;;Mayonesa Fanacoa x 125g (20);1;2;N;1;40;0
1233;;Oregano Bolsa R.M 1x1kgr;26.9;1;N;1;1;0
7793024008765;;Chupetin Wamis Fizzy 12x453g.;4.48;65;N;1;12;0
7790060004270;17790060004277;Mayonesa Fanacoa  x250 cc (12);1.95;894;N;1;12;0
7794000594555;;Caldos Knorr Gallina 1x12cu.;4.98;1200;N;1;80;0
7794000594548;;Caldos Knorr Verdura 1x12cu.;4.98;909;N;1;80;0
7798124942209;;Pegamento Amurito x 1;3.65;11;N;1;1;0
1247;;Talco Aktiol x100g;3.32;0;N;1;24;0
7794000401334;37794000401335;Mayonesa Hellmanns Fsc. x 350grs (6);5.06;29;N;1;6;0
7794000501713;17794000501710;Caldos Knorr carne 80x12;4.98;277;N;1;80;0
7794000501225;27794000501229;Caldos Knorr carne 16x10x6c;3.32;295;N;1;160;0
1260;;Azafran Display x 6u.;9.42;0;N;1;1;0
1263;;Pure de Papa y Zapallo 12x125g;0;0;N;1;12;0
1264;;Tutto Dolce rell. D.L. x 20u;12.1;0;N;1;1;0
1266;;Cafe con cacao 14 x 50gr;1.31;0;N;1;14;0
1272;;Alka-Seltzer x 6 Sobres Antiacido;4.72;0;N;1;64;0
1273;;Aji Pcte. Bolsa R.M 1x1kg;56.85;1;N;1;1;0
1274;;Pimienta Bolsa R.M 1x1kg;56.54;3;N;1;1;0
7794268005121;;Provenzal Bolsa R.M 1x1kg;17.33;10;N;1;1;0
1277;;Yerba La Hoja Compues. 10x500grs;2.46;0;N;1;10;0
7794000541221;77794000541220;Caldos Wilde Carne x 6 (20);1.56;162;N;1;160;0
7894400001131;;Lamparas Philips  40w;1.65;628;N;1;100;0
7794000512115;77794000512114;Sopa Casera Letras x 71,5g (10);1.87;0;N;1;10;0
1291;;Polvo Limpiador Odex Brillador 12x500g;2.44;0;N;1;12;0
1293;;Espuma Afeitar Palmolive verde 6x300g;6.74;0;N;1;6;0
1294;;Cubanitos cubacoa x 40 u;4.34;0;N;1;10;0
1309;;Te Jumala Sobre x100(3);5.52;0;N;1;3;0
1310;;Espuma Afeitar Palmolive roja 6x300;6.74;0;N;1;6;0
1311;;Espuma Afeitar Palmolive Azul 6x300;6.74;0;N;1;6;0
1339;;Ala Glicerina Lv Vaj 15u x 750 cl;4.03;1118;N;1;15;0
7791290785021;;Ala Limon Lv Vaj 15u x 750ml;3.65;1073;N;1;15;0
1342;;M.T Seleccion TTo 6 x 700;3.56;0;N;1;6;0
1343;;M.T Seleccion Bco 6 x 700;3.56;0;N;1;6;0
1344;;S.A Seleccion TTo 6 x 700;3.45;0;N;1;6;0
7790762000020;;S.A Seleccion Bco 6 x 700;3.45;0;N;1;6;0
1346;;Tomba Vino Fino TTo 6 x 700;2.82;0;N;1;6;0
1347;;Termidor Bco 12 x 1000;3.33;0;N;1;12;0
1348;;Termidor TTo 12 x 1000;3.45;0;N;1;12;0
1349;;Bordolino TTo 12 x 1000;3.09;0;N;1;12;0
1350;;Bordolino Bco 12 x 1000;3.09;0;N;1;12;0
7791540122477;;Tomba Vino Fino Bco 6 x 700;2.85;0;N;1;6;0
1352;;Frizze Rojo 6 x 750;7.35;0;N;1;6;0
1353;;Frizze Blanco 6 x 750;7.35;0;N;1;6;0
1368;;Ca�a super sil trazo pta y estr x 6u;62.56;20;N;1;30;0
1369;;Mortero Thunder King x 6u;8.52;254;N;1;48;0
1370;;Ca�on trueno 1 5" Nac. x1 (24);9.29;28;N;1;60;0
1371;;Ca�on TRUENO  1 1/2 (12);7.56;0;N;1;60;0
7790580178109;;Masticables Surtidos Misky 10 x 800g;9.64;649;N;1;10;0
1373;;Petardo rompeportones x 5;6.59;13;N;1;100;0
7790380013822;;Turron de Mani Namur 36x90g;1.33;0;N;1;36;0
1379;;Surtidas Desfile 20x400g;2.77;0;N;1;20;0
1380;;Ca�as 40cm con perlas multicolor x 12u;4.42;25;N;1;80;0
7794000411289;37794000411280;Salsa Golf Hellmanns x250gr (8);3.35;90;N;1;8;0
1390;;Chicle Simpson tutti frutti tira x 15u x 12g;6.42;0;N;1;12;0
7790290001193;17790290001190;Fernet Branca 6 x 750;31.1;157;N;1;6;0
7790290000332;;Licor Cafe Borghetti 6 x 700;27.29;203;N;1;6;0
7794000115118;27794000115112;Maizena 50x200gr;2.05;64;N;1;50;0
1398;;Frizze New Touch Durazno 6 x 750;9.06;0;N;1;6;0
1400;;Frizze New Touch Frutilla 6 x 750;9.06;0;N;1;6;0
1401;;Hereford TTO 6 x 750;6.26;0;N;1;6;0
1402;;Hereford BCO 6 x 750;6.08;0;N;1;6;0
1404;47794268000414;Bicarbonato RM 10u x 25g;6.75;55;N;1;1;0
1405;47794268000155;Nuez Moscado RM 10u x 10g 2U;19.78;32;N;1;1;0
1406;47794268004627;Condimento Pizza RM 10u x 25g;15.01;23;N;1;1;0
1407;47794268004887;Polvo P/Hornear RM 10u x 50g;15.52;3;N;1;1;0
1409;;Terma Traslasierra 12 x 1250cc;3.77;0;N;1;12;0
1410;;Terma B. del Sur 12 x 1250cc;3.8;0;N;1;12;0
7790950005806;37790950005807;Terma Serrano 12 x 1250 cc;5.95;618;N;1;12;0
7790950005820;37790950005821;Terma Limon 12u x 1250 cc;5.95;424;N;1;12;0
7790950005875;37790950005876;Terma Limon Ligth 12u x 1250cc;5.95;126;N;1;12;0
7790950005813;37790950005814;Terma Cuyano 12u x 1250cc;5.95;215;N;1;12;0
1415;;Terma Traslasierra 12u x 420 cc;1.8;0;N;1;12;0
1416;;Terma B. del Sur 12u x 420 cc;1.8;0;N;1;12;0
7790950003208;37790950003209;Vermut Cinzano Rosso x 12u;15.48;111;N;1;12;0
7790950003420;37790950003421;Amargo Tres Torres Serrano 12x1,5;2.93;109;N;1;12;0
7790950003437;37790950003438;Amargo Tres Torres Blanco 12x1,5;2.93;110;N;1;12;0
7790950003444;37790950003445;Amargo Tres Torres Limon 12x1,5;2.93;1;N;1;12;0
7790950004441;37790950004442;Pronto Shake 12 x 354;4.66;76;N;1;12;0
7790950102093;37790950102094;DR. Lemon C Vodka 12 x 275cc;4.74;130;N;1;12;0
7790950000160;37790950000161;Gancia x 950 cc (12);17.84;811;N;1;12;0
1427;;Jugo Rindedos Naranja 20x30g;19.11;0;N;1;1;0
1428;;Jugo Rindedos Mix Frutal 20x30g;19.11;0;N;1;1;0
1429;;Jugo Rindedos Durazno 20x30g;19.11;0;N;1;1;0
1431;;Jugo Rindedos Manzana 20x30g;19.11;0;N;1;1;0
1432;;Trilogie Tinto 6 x 750;13.37;0;N;1;6;0
7790762076667;;S.A. Seleccion BCO 12 x 375;3.21;0;N;1;12;0
1434;;S.A. Seleccion TTO 12 x 375;3.21;0;N;1;12;0
7790580060206;;Masticable Sugus 16u x 700gr;14.04;197;N;1;16;0
7790950000191;;Gancia x450cc (12);8.52;600;N;1;12;0
7790290001179;37790290001170;Fernet Branca 12x450;19.25;237;N;1;12;0
7794612182409;;Hamlet Leche(almendra y mani ) 20u x 52gr;25.62;0;N;1;6;0
7794612182607;;Hamlet Blanco y cookies  20u x 52 Gr;25.62;2;N;1;6;0
7794612182805;;Hamlet Bicolor 20u x 52 gr;25.62;0;N;1;6;0
7794612182706;;Hamlet  Vainilla 20u x 52 grs;25.62;8;N;1;6;0
7794268004575;;Cafe Torrado R.M. 10 x125g;3.46;27;N;1;10;0
7791906921546;;Toallitas  Diario Pocket x40u (30);4.58;3;N;1;30;0
4779426800449;;Coco Rallado R.M 10x25;13.83;14;N;1;1;0
7794612273701;;Chocolatin Rospo Cereza 24x10g;8.83;4;N;1;8;0
7790580056001;;Sugus Confitado  30x50g;1.59;687;N;1;30;0
7790950002768;37790950002769;Marcela Americano 12x950 cc;5.03;584;N;1;12;0
1455;;Knorr Sopa Quick Espinaca Ligth;5.52;0;N;1;48;0
1456;;Masticable yogurt Misky 10x800g;6.75;0;N;1;10;0
7790580731007;;Chupetin mini cosmos 40u x 10g;4.73;104;N;1;24;0
7790290000431;;Fernet Vittone x 750;10.7;28;N;1;6;0
7790290000233;37790290003235;Fernet Vittone x 450;7.05;13;N;1;12;0
1000007798832;;Alf. Chococream 32x45grs;17.59;17;N;1;1;0
7794612184304;;Hamlet Yogurt  6x20x50g;25.62;1;N;1;6;0
7790703165207;;New Age 6x750;18.44;92;N;1;6;0
7790703168161;;Bianchi Borgo�a 6x750;12.61;30;N;1;6;0
7790703165443;;Bianchi Doc. Malbec 6x750;18.69;17;N;1;6;0
7790703167324;;Bianchi Doc. Chard. Semill. 6x750;17.28;4;N;1;6;0
7790703167317;;Bianchi Doc. Cab. Sauv. 6x750;18.69;22;N;1;6;0
7790703102196;;Bianchi Chablis 6x700;15.13;21;N;1;6;0
7791293016085;;Sedal Sh. Ceramidas 24 x 15ml;10.35;375;N;1;4;0
7791293009902;;Jabon Suave Varios 35x3x90g;3.39;1130;N;1;35;0
7791293009919;;Jabon Suave Ext. Flor. 35x3x90g;3.39;1358;N;1;35;0
7791290783867;;Ala Matic L. Activa x400g (24);4;2093;N;1;24;0
7791599000283;;Fideos Mo�os 12x500grs;2.24;1428;N;1;12;0
1473;;Pollo x 1kg;6.89;0;N;1;1;0
1475;;Criollitas 48x105g;0;0;N;1;48;0
7790580585815;;Choc Misky 40u x 8gr  Bco;10.24;45;N;1;20;0
7790580585914;;Choc Misky 40u x 8 gr Ngro;10.24;6;N;1;20;0
7790950000597;67790950000599;Fernet Lusera 6x750;9.98;35;N;1;6;0
7791290785311;;Cif Antig.Rep.Econ. 12x500ml;3.6;140;N;1;12;0
7791290000414;;Cif Crema Limon 12x750gr;6.39;89;N;1;12;0
7791290000469;;Cif Crema Blanco 12x375gr;3.32;0;N;1;12;0
7791293019758;;Sedal Sh. Crema 12x200 ml;5.52;383;N;1;12;0
7794612157100;;Bombom Dancing Surt. 8x50x8.5gr;9.7;6;N;1;8;0
7794612173803;;Chocolatin Rospo D./Leche 24ux10g;8.83;31;N;1;8;0
7790580612702;;Choc. Celofan N. 12x30x25g;23.77;22;N;1;12;0
7790580612900;;Choc. Celofan Bco. 12x30x25gr;23.77;27;N;1;12;0
1492;;Car.C/Chic. Figuball Cer 12x45u;6.94;0;N;1;12;0
7790290002176;;Fernet Branca Menta 12x450;18;34;N;1;12;0
7790430060356;;Bananita Dolca 12x16x30g;21.3;25;N;1;12;0
7790430060349;;Bananita Dolca 36x15x14g;11.05;115;N;1;36;0
1496;;Chupetin Soyus Fta 10x100u;8.27;0;N;1;10;0
7790580199203;;Chupetin Cosmos T-Frutti 12x50u;7.38;152;N;1;12;0
1498;;Gall. Polvorita cho/vain. x 80g (40);0.84;829;N;1;40;0
1499;;Gall. Polvorita Vain/Vain.x 80g (40);0.84;809;N;1;40;0
1500;;Gall. Polvorita Vain/Frut. x 80g (40);0.84;832;N;1;40;0
7790950000580;67790950000582;Fernet Cinzano 6x750;27.39;12;N;1;6;0
7791293020303;;Des. Impulse Dynamique 12x53gr;6.64;146;N;1;12;0
7791290783072;;Skip inteligent x 400gr (24);6;52;N;1;24;0
7791290783089;;Skip gliceryn complex 24x800gr;11.72;481;N;1;24;0
7791293999890;;Suave Ac Aloe Vera 8x930ml;6.98;93;N;1;8;0
1506;;Suave Sh Guarana 8x930ml;5.72;0;N;1;8;0
7791293008400;;Suave Ac Multivitamina 8x930ml;6.98;155;N;1;8;0
7791293008349;;Suave Sh Manzana verde 8x930ml;6.98;79;N;1;8;0
7790590005259;;Fosforo Fragata x 50u;10.7;39;N;1;20;0
1511;;Media Tarde 36x130gr;1.07;0;N;1;36;0
1512;;Jugo Rindedos Light Naranja 20x30g;19.11;0;N;1;1;0
7798094227801;;Alf Aires de lujan 18U x 50grs;14.9;0;N;1;6;0
1514;;Fernet branca estuche 1x750c/2min;29.27;0;N;1;6;0
7791290783874;;Ala Matic  L. Prof. 24x800grs;8.46;253;N;1;24;0
1517;;Car. Mast, Sugus Frut. 12x12x6u;4.83;0;N;1;12;0
1518;;Car. Mast. Sugus Menta 12x12x6u;4.83;0;N;1;12;0
7791290783409;;Drive Matic U. Parque x400gr (24);2.88;190;N;1;24;0
1520;;Caramelos Fizz Simpson 12x48x5;12.39;0;N;1;12;0
1521;;Chupetin Simpson P/Acidos 6x24u;19.11;0;N;1;6;0
7790580199005;;Chupetin Cosmo D/Leche x50u;8.3;0;N;1;12;0
1524;;Car. Mast. Sugus Anana 12x12;4.83;0;N;1;12;0
1525;;Huevitos s/sorp. Won 4x24x22gr;29.19;0;N;1;4;0
1528;;Jugo Rindedos Light Pomelo.R. x20s.;19.11;0;N;1;1;0
1529;;Jugo Rindedos Naran. Bana. x20s;19.11;0;N;1;1;0
7790580257200;;Chupetin Megacosmos .surt. 12x24 u;7.68;0;N;1;12;0
7791293009193;;Des. Axe 2010 x113g (12);9.1;67;N;1;12;0
1532;;Whisky Old Smuggler 6x1000cc;21.9;0;N;1;6;0
1533;;Media Tarde tripack x 330gr (14);2.85;301;N;1;14;0
1534;;Fernet Branca dia del amigo x 750;36.18;0;N;1;6;0
78009226;;Des. Dove Deo Stick 12x50gr;14.22;14;N;1;12;0
7791293992174;;Des. Impulse Deo goddes 12x53gr;6.64;280;N;1;12;0
7791293995755;;Des. Axe temptation 12x113gr;9.1;70;N;1;12;0
7791290783935;;Ala Matic L.P. Fresh 24x400gr;4;2123;N;1;24;0
7791290783966;;Ala Matic  Sol 24x400;4;919;N;1;24;0
1543;;Galletitas Terepin 24u x 200 grs;1.18;0;N;1;24;0
1544;;Galletitas Terepin 14u x 400 grs;2.28;0;N;1;14;0
1545;;Galletitas Mini Terepin 30u x 160 grs;0.94;0;N;1;30;0
7793065000070;17793065000077;Aceite Costa del Sol 4x 5lts;20.96;0;N;1;4;0
7793065000384;17793065000381;Aceite Comodoro 15 u x 900 cc;3.55;302;N;1;15;0
7794268004599;;Cafe en saquito 20ux25sx3,5g;3.46;428;N;1;20;0
1546;;Coca Cola x 2lt;0;0;N;1;6;0
376;;BOLON ANIS X 907 GR (12);14.04;1;N;1;12;0
7790036948188;;EDULCORANTE SI-Diet X 200 CC (6);2.82;368;N;1;6;0
1135;;Ketchup Helmmanns x8 GR;37.09;0;N;1;1;0
1165;;Exhibidor sugus Con prodc. Varios;56.58;4;N;1;2;0
1222;;MOSTAZA FANACOA X 8 GR (210);18.11;0;N;1;1;0
1439;;ALFAJOR BARILOCHE 3 NEGRO 24 X 82 GR;22.49;0;N;1;1;0
7794612002288;;BOMBOM DRUPI 100 X 5 GR;12.05;45;N;1;6;0
7794000542136;77794000542135;Caldos Wilde Gallina x 2 (24);0.58;1512;N;1;480;0
7790129017302;;BOLIGRAFO AZUL X 24;8.66;7;N;1;40;0
7790129017203;;BOLIGRAFO NEGRO X 24;8.66;0;N;1;40;0
1540;;Termidor Malbec x 1000 (12);4.39;0;N;1;12;0
1541;;Termidor Cabernet Sauvignon x 1000 (12);4.39;0;N;1;12;0
1542;;Frizze New Touch bco 250 (12);3.97;0;N;1;12;0
1399;;Frizze New Touch Anana 750 (6);9.06;0;N;1;6;0
97;;REDONDEO;0;1;S;1;1;0
700;;GRANAS Y GRAJEAS;0.7;0;N;1;10;0
806;;BOMBUCHAS X 100U;2.76;0;N;1;300;0
1186;;Salsa Golf Fanacoa  x 8GR (196);23.18;0;N;1;1;0
7798006350665;;Rollo verano renome x 10u;4.64;237;N;1;30;0
98;;Minyo x 144U;15.15;0;N;1;1;0
99;;DESCUENTO;0;0;S;1;1;0
7790580109004;;Misky Toffees Choc x 959g (6};16.17;40;N;1;6;0
105;;MERCI VAINILLA X 150G (28);1.23;0;N;1;28;0
106;;MERCI CHOCOLATE X 150G (28);1.23;0;N;1;28;0
6;;CARAMELOS EN LATA SOY 12 X 40G;40.16;0;N;1;6;0
7791293019840;;Sedal Ac Ceramidas x 200 (12);5.52;428;N;1;12;0
7791293019765;;Sedal Ac Balance x 200 (12);5.52;448;N;1;12;0
7790950012200;37790950002202;Dr. Lemon x330 (12);4.52;348;N;1;12;0
7790580117009;;Chupetin Leche Misky x 60u (12);12.3;29;N;1;12;0
7792834000709;;Sidra Rama Caida x 750;4.77;24;N;1;6;0
14;;Anana Fizz Rama Caida;6.5;0;N;1;6;0
7894400001124;;Lamparas Philips x 25w;1.64;1953;N;1;100;0
7790950003048;37790950003049;Tacconi Serrano x 1.5 (12);4.36;251;N;1;12;0
0;;Tacconi Blanco x 1.5 (12);17.34;0;N;1;12;0
10056;;Terma Pomelo 12u x 1250 cc;5.37;151;N;1;12;0
7791293973234;;Suave Sh Vainilla y Canela  8x930ml;6.98;73;N;1;8;0
7794000730267;;Ades Anana x200cc;1.47;305;N;1;24;0
7794000730250;;Ades Anana x1lt (12);4.31;281;N;1;12;0
23;;Vocacion x 150g (30);1.62;69;N;1;30;0
234;;Raspadita Nevares;0;0;N;1;1;0
7790950003055;37790950003056;Tacconi Limon x 1.5 (12);4.36;191;N;1;12;0
1234;;Presentes Empresariales;0;0;N;1;1;0
7794268004476;;Garrapi�ada Manisur X 100G(30);0.98;0;N;1;30;0
25;;Confite Color  Namur x 80g (60);1.62;0;N;1;60;0
26;;Mani C/Chocolate 60 x 80g;2.25;0;N;1;60;0
7792350004526;;Arvejas x 350 (24);1.36;5351;N;1;24;0
7792350006056;;Choclo Crema amarillo x 350g (24);2.41;1235;N;1;24;0
7792350004540;;Choclo Grano Amarillo x 350g (24);3.04;1116;N;1;24;0
32;;Agua S  Padres 6 X 2LTS;1.88;0;N;1;6;0
7790036000725;;Agua LLuvia de Oro 6u X 1500;9.58;139;N;1;1;0
7790036000824;;Jugo Mi-Ju Multifruta 6u X 500;12.15;36;N;1;1;0
10074;;Taza Media Tarde;0;0;N;1;1;0
39;;Agua Saborizada citrus 6 X 500;1.42;0;N;1;6;0
7791599014259;27791599014253;Pure de Tomate Invicta x 520g;1.8;2646;N;1;12;0
42;;Latas Media Tarde;0;0;N;1;1;0
7793024908287;;Chupetin Wamis Chocolate x 50 u;4.48;157;N;1;12;0
7877930249082;;Chupetin Wamis Mango x 50 u;4.48;0;N;1;12;0
7790189001747;;M.T  Seleccion BCO 12 x 375;3.31;65;N;1;12;0
99135;;Candela 5 tiro y Color x 12u;6.7;70;N;1;60;0
46;;Base x 49 tiros;8.28;159;N;1;48;0
47;;Base x 100 tiros;15.74;12;N;1;30;0
48;;Volcan 3 c/luces x 12u;11.29;3;N;1;50;0
49;;Torta  4u x 48 tiros;23.67;5;N;1;20;0
50;;Torta Thunder x 16 tiros;25.71;9;N;1;20;0
51;;Minishow Odisea x 42 tiros;333.84;0;N;1;2;0
52;;Ca�on 100 TIROS de Colores;13.11;0;N;1;40;0
7790129500866;;Ca�a Voladora 40cm Color y tiro 20 x 3;56.24;18;N;1;12;0
55;;Ca�a clavel del aire  x 6u;39.92;2;N;1;36;0
56;;Ca�a 1,22 cm Volador Oceanica x 6u;153.91;2;N;1;4;0
7791324157466;;Pitusas Frutilla  30u x 160g;2.08;1220;N;1;30;0
58;;Pitusas Frutilla Caja x 4kg Fort.;45.58;13;N;1;1;0
59;;Base 4 x 16 tiros;10.9;17;N;1;40;0
61;;Bomba de estruendo x 6u 1 1/2";43;14;N;1;24;0
62;;Turron Mani Misky x 70g (28);0.75;0;N;1;112;0
63;;PAN DULCE LIA X 500G (8);6.86;0;N;1;8;0
7794000730083;;Ades Durazno x 200 cc;1.47;800;N;1;24;0
65;;Ala Lv Vaj miel y alemdra 15u x 750 ml;3.68;0;N;1;15;0
67;;Candela Romana c/ 6 bombas;46.98;3;N;1;12;0
68;;Florerito 500 tiros x 6u;13.21;0;N;1;20;0
7790129500453;;Abejitas 24 x 12u;65.34;39,5;S;1;12;0
69;;Base 4u x 25 tiros con craker;16.78;61;N;1;30;0
71;;Mani C/Chocolate Misky  x 100g (30);2.1;0;N;1;30;0
92;;Diferencia de Precio;0;1;N;1;1;0
7790950005851;37790950005852;Terma Cuyano Ligth 12u x 1250cc;5.95;260;N;1;12;0
7790703100321;;Don Valentin Lacrado x 750 cc (6u);20.94;21;N;1;6;0
7798000211016;;Fabre Montmayou malbec x750;34.86;82;N;1;6;0
109;;Caja Navide�a Chica;8.02;0;N;1;1;0
110;;Caja Navide�a Mediana;7.94;0;N;1;1;0
111;;Caja Navide�a Grande;9.71;0;N;1;1;0
112;;Bombitas bombi�a x100u;1.4;883;N;1;300;0
117;;Minishow Gran Apotesis x 72 tiros;367.79;0;N;1;1;0
119;;Minishow 36 tiros luces y truno x 1;224.21;0;N;1;2;0
120;;Bola Bombi�a x 24u;3.55;0;N;1;24;0
127;;Bengala  10 x 5u;15.09;44;N;1;40;0
145;;Candela Romana c/ 8 bombas color;57.89;0;N;1;12;0
151;;Bomba Estruendo 3 c/6 Bombas;84.7;0;N;1;12;0
152;;Torta  4u x 96 tiros;47.21;13;N;1;12;0
153;;Ca�on c/ 6 Bombas trueno y color 1,5;38.82;0;N;1;30;0
161;;Jabon T. Palmolive Nutri Milk x 90g;1.55;0;N;1;72;0
7891024113769;;Jabon Protex anti Bacterial x 125g;2.11;142;N;1;72;0
170;;Colgate Total 12 Hs x 90g;5.2;0;N;1;48;0
171;;Agua Saborizada citrus 6 X 1,5;2.4;0;N;1;6;0
189;;Car. Mast. Sugus Max x128g;1.73;0;N;1;24;0
7791293990736;;Jabon Lux 2 x 90gr Sorprendeme;2.71;1272;N;1;50;0
7791293990699;;Jabon Lux 2 x 90gr Encantame (50);2.71;1765;N;1;50;0
7791293006468;;Jabon Lux 2 x 90gr P Cremosa (50);2.77;0;N;1;50;0
7791293022130;;Des. Axe Musk 12x113g;9.1;2;N;1;12;0
7791293005577;;Des. Axe click 12x113g;9.1;0;N;1;12;0
7791293022437;;Des. Axe Marine 12x113g;9.1;7;N;1;12;0
7791290784536;;Camellito Ropa Fina Regular x 120ml (30);1.83;725;N;1;30;0
7791290784550;;Camellito Ropa Fina Baja Espuma x 120ml (30);1.83;231;N;1;30;0
